Model,Intercept (calibration-in-the-large),Calibration slope,ICI,Brier
L1-LR uncalibrated,-1.4652239485066898,1.1037731031978275,0.15166117780862415,0.12046755536959722
L1-LR + isotonic,-0.06712075117620026,0.8859246937733558,0.02733046136626727,0.08477849717239035
